id;id_dad;patent;name;cpf;email;identificador;pass;ip;ativo;data_cadastro;data_ativacao;pontos;saldo;conta
170;168;1;170;87963100170;;11694000;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
171;168;1;171;87963100171;;11694001;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
172;168;1;172;87963100172;;11694002;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
173;169;1;173;87963100173;;11694003;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
174;169;1;174;87963100174;;11694004;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
175;169;1;175;87963100175;;11694005;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
176;170;1;176;87963100176;;11694006;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
177;170;1;177;87963100177;;11694007;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
178;170;1;178;87963100178;;11694008;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
179;171;1;179;87963100179;;11694009;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
180;171;1;180;87963100180;;11694010;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
181;171;1;181;87963100181;;11694011;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
182;172;1;182;87963100182;;11694012;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
183;172;1;183;87963100183;;11694013;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
184;172;1;184;87963100184;;11694014;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
185;173;1;185;87963100185;;11694015;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
186;173;1;186;87963100186;;11694016;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
187;173;1;187;87963100187;;11694017;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
188;174;1;188;87963100188;;11694018;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
189;174;1;189;87963100189;;11694019;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
190;174;1;190;87963100190;;11694020;202cb962ac59075b964b07152d234b70;;0;22/05/2018 15:09;;0;0;1
